"CUST_ID","BALANCE","BALANCE_FREQUENCY","PURCHASES","ONEOFF_PURCHASES","INSTALLMENTS_PURCHASES","CASH_ADVANCE","PURCHASES_FREQUENCY","ONEOFF_PURCHASES_FREQUENCY","PURCHASES_INSTALLMENTS_FREQUENCY","CASH_ADVANCE_FREQUENCY","CASH_ADVANCE_TRX","PURCHASES_TRX","CREDIT_LIMIT","PAYMENTS","MINIMUM_PAYMENTS","PRC_FULL_PAYMENT","TENURE","Card_use_type","Months_used_for_Purchase","Monthly_Avg_Purchase","Months_used_for_cash_adv","Monthly_Avg_Cash_Adv_Amt","N.o_of_purchase_trans","N.o_of_cash_adv_trans","Limit_Usage","Payment_Ratio","kmeans_model.cluster"
"C15933",2754.041187,1,132,41,91,2959.646926,0.25,0.083333,0.083333,0.583333,30,3,5000,635.462392,849.355936,0,12,"All Three",3,44,7,422.806703714286,44,99,0.5508082374,0.748169719037555,"2"
"C15934",17.245539,0.636364,19.5,0,19.5,0,0.083333,0,0.083333,0,0,1,1500,95.789433,119.880198,0,12,"Installment",1,19.5,0,0,20,0,0.011497026,0.799042999578629,"1"
"C15935",4940.113918,1,814.66,814.66,0,908.434086,0.583333,0.583333,0,0.083333,1,8,10000,1904.849069,1428.029439,0,12,"One-Off",7,116.38,1,908.434086,102,908,0.4940113918,1.33390042038202,"2"
"C15936",1826.387864,1,0,0,0,89.176017,0,0,0,0.166667,2,0,2000,367.804353,4653.581451,0,12,"Cash Advance",0,0,2,44.5880085,0,45,0.913193932,0.079036835794711,"2"
"C15937",793.213204,1,1011.16,488.99,522.17,0,0.833333,0.333333,0.5,0,0,19,1000,842.847535,307.591569,0,12,"Both Purchases",10,101.116,0,0,53,0,0.793213204,2.74015161644434,"3"
"C15938",983.363407,1,275.06,0,275.06,0,0.5,0,0.5,0,0,6,1000,587.715737,316.239935,0,12,"Installment",6,45.8433333333333,0,0,46,0,0.983363407,1.85844882936749,"2"
"C15939",473.807764,0.818182,546.94,0,546.94,0,1,0,1,0,0,19,7000,1612.129418,121.996148,0,12,"Installment",12,45.5783333333333,0,0,29,0,0.0676868234285714,13.214592791897,"3"
"C15940",4060.33426,1,1007.27,1007.27,0,2779.207967,0.833333,0.833333,0,0.75,23,23,9500,1348.99396,1492.995627,0,12,"One-Off",10,100.727,9,308.800885222222,44,121,0.427403606315789,0.903548500480638,"2"
"C15941",3007.035526,1,209.02,209.02,0,2484.069695,0.25,0.25,0,0.75,24,4,6000,1285.267277,688.582671,0,12,"One-Off",3,69.6733333333333,9,276.007743888889,52,104,0.501172587666667,1.86654025889652,"2"
"C15943",51.640761,1,453.24,0,453.24,0,1,0,1,0,0,12,5000,507.364658,170.772711,0.363636,12,"Installment",12,37.77,0,0,38,0,0.0103281522,2.97099375555384,"3"
"C15944",1.864427,0.090909,0,0,0,93.468447,0,0,0,0.083333,1,0,1800,0,100.657394455247,0,12,"Cash Advance",0,0,1,93.468447,0,93,0.00103579277777778,0,"1"
"C15945",57.657781,0.818182,587.25,0,587.25,0,0.75,0,0.75,0,0,9,1000,779.274805,138.599057,0.857143,12,"Installment",9,65.25,0,0,65,0,0.057657781,5.62251159472174,"3"
"C15946",1876.872139,1,0,0,0,741.088191,0,0,0,0.083333,1,0,2300,940.91574,583.146807,0,12,"Cash Advance",0,0,1,741.088191,0,741,0.816031364782609,1.61351434785443,"2"
"C15947",1496.172117,1,0,0,0,1357.679075,0,0,0,0.25,4,0,6500,368.342402,318.402704,0,12,"Cash Advance",0,0,3,452.559691666667,0,339,0.230180325692308,1.15684445318027,"2"
"C15948",3120.25648,1,339.96,0,339.96,3585.834892,1,0,1,0.25,3,12,8000,861.174315,893.770943,0,12,"Installment",12,28.33,3,1195.27829733333,28,1195,0.39003206,0.963529103004191,"2"
"C15949",0,0,102.72,0,102.72,0,1,0,1,0,0,12,1500,0,16.4548476113449,0,12,"Installment",12,8.56,0,0,9,0,0,0,"1"
"C15950",4646.574386,1,773.22,760.16,13.06,0,0.833333,0.833333,0.083333,0,0,16,4900,1379.043262,2171.800125,0,12,"Both Purchases",10,77.322,0,0,48,0,0.948280486938776,0.634977061712804,"2"
"C15952",269.816561,0.636364,1965.95,1965.95,0,0,0.083333,0.083333,0,0,0,2,5500,0,199.627585092933,0,12,"One-Off",1,1965.95,0,0,983,0,0.0490575565454545,0,"1"
"C15953",1851.622011,1,200,200,0,152.692363,0.083333,0.083333,0,0.083333,1,1,2000,712.34021,798.280589,0,12,"One-Off",1,200,1,152.692363,200,153,0.9258110055,0.892343143270392,"2"
"C15954",10.334498,0.272727,62.36,62.36,0,0,0.083333,0.083333,0,0,0,1,1800,232.96458,119.309297,0,12,"One-Off",1,62.36,0,0,62,0,0.00574138777777778,1.95261044912535,"1"
"C15957",766.491179,1,799.92,0,799.92,0,1,0,1,0,0,24,5200,1351.417476,250.54894,0,12,"Installment",12,66.66,0,0,33,0,0.147402149807692,5.3938263558409,"3"
"C15958",4735.107991,1,0,0,0,2934.049373,0,0,0,0.333333,10,0,6000,1141.819186,1469.022473,0,12,"Cash Advance",0,0,4,733.51234325,0,293,0.789184665166667,0.777264614385515,"2"
"C15959",1530.29332,0.8,256.69,256.69,0,3271.076793,0.1,0.1,0,0.4,4,3,4000,441.551162,454.65029,0,10,"One-Off",1,256.69,4,817.76919825,86,818,0.38257333,0.971188563412112,"2"
"C15960",261.946133,0.909091,1215.64,145,1070.64,0,0.5,0.166667,0.416667,0,0,15,6500,573.280563,285.852332,0,12,"Both Purchases",6,202.606666666667,0,0,81,0,0.0402994050769231,2.00551298283619,"3"
"C15961",0.288293,0.090909,0,0,0,606.18161,0,0,0,0.083333,1,0,2000,3630.305137,82.240686,0,12,"Cash Advance",0,0,1,606.18161,0,606,0.0001441465,44.1424471702486,"1"
"C15962",1922.172543,1,0,0,0,1810.839188,0,0,0,0.166667,5,0,2000,481.087934,655.365553,0,12,"Cash Advance",0,0,2,905.419594,0,362,0.9610862715,0.734075710567595,"2"
"C15963",1101.328772,0.727273,0,0,0,3061.014837,0,0,0,0.333333,12,0,3000,649.339928,432.288614,0,12,"Cash Advance",0,0,4,765.25370925,0,255,0.367109590666667,1.50209815149099,"2"
"C15965",1459.534846,1,0,0,0,1275.554446,0,0,0,0.25,6,0,5500,827.318305,334.942449,0,12,"Cash Advance",0,0,3,425.184815333333,0,213,0.265369972,2.47003121721368,"2"
"C15966",2882.431664,1,0,0,0,130.714887,0,0,0,0.166667,2,0,3000,608.839527,1240.347359,0,12,"Cash Advance",0,0,2,65.3574435,0,65,0.960810554666667,0.490862114215216,"2"
"C15967",396.890847,1,3943.97,3159.53,784.44,0,1,1,1,0,0,43,7500,3578.14443,179.793545,0.583333,12,"Both Purchases",12,328.664166666667,0,0,92,0,0.0529187796,19.9014065271364,"3"
"C15969",434.932876,1,933.8,0,933.8,0,1,0,1,0,0,39,2700,253.085801,168.730445,0.083333,12,"Installment",12,77.8166666666667,0,0,24,0,0.16108625037037,1.49994152507569,"3"
"C15971",36.412211,0.545455,343.56,0,343.56,0,0.454545,0,0.363636,0,0,7,2000,349.484812,133.622458,0,11,"Installment",5,68.712,0,0,49,0,0.0182061055,2.61546462496596,"1"
"C15972",69.722927,0.818182,947.72,0,947.72,0,0.75,0,0.666667,0,0,12,1200,769.133717,127.904622,0.666667,12,"Installment",9,105.302222222222,0,0,79,0,0.0581024391666667,6.01333794645826,"3"
"C15973",45.160837,0.727273,0,0,0,79.46115,0,0,0,0.083333,1,0,6500,486.597254,89.975046,0,12,"Cash Advance",0,0,1,79.46115,0,79,0.00694782107692308,5.40813565130047,"1"
"C15974",1295.733461,1,705.84,620,85.84,0,0.416667,0.083333,0.416667,0,0,8,1500,417.88231,571.226809,0,12,"Both Purchases",5,141.168,0,0,88,0,0.863822307333333,0.73155234211005,"2"
"C15975",2421.144942,1,2685.48,945.1,1740.38,92.6579,1,0.5,0.916667,0.166667,3,42,4500,2010.800224,576.081228,0,12,"All Three",12,223.79,2,46.32895,64,31,0.538032209333333,3.4904803806591,"2"
"C15976",212.306148,0.181818,0.7,0.7,0,1922.5936,0.083333,0.083333,0,0.166667,3,1,3500,0,168.021609835011,0,12,"One-Off",1,0.7,2,961.2968,1,641,0.0606588994285714,0,"1"
"C15977",2716.981814,1,0,0,0,1486.243293,0,0,0,0.416667,5,0,8000,648.230914,651.277648,0,12,"Cash Advance",0,0,5,297.2486586,0,297,0.33962272675,0.995321912229974,"2"
"C15979",7.310526,0.727273,70,0,70,0,0.666667,0,0.583333,0,0,8,5000,98.099008,51.285181,0.454545,12,"Installment",8,8.75,0,0,9,0,0.0014621052,1.912813917923,"3"
"C15981",1105.969915,1,0,0,0,291.608512,0,0,0,0.416667,7,0,1200,366.079307,463.040434,0,12,"Cash Advance",0,0,5,58.3217024,0,42,0.921641595833333,0.790599006306218,"2"
"C15982",994.231031,1,487.6,0,487.6,38.690552,0.75,0,0.75,0.083333,1,9,1000,755.610568,801.233778,0,12,"Installment",9,54.1777777777778,1,38.690552,54,39,0.994231031,0.943058803494428,"2"
"C15983",11.896546,0.363636,86,86,0,0,0.083333,0.083333,0,0,0,1,8000,488.720214,85.079975,1,12,"One-Off",1,86,0,0,86,0,0.00148706825,5.74424491779646,"1"
"C15984",1114.38403,1,1956.43,1423.8,532.63,521.664369,0.583333,0.083333,0.5,0.083333,3,18,1800,836.108453,1238.531629,0,12,"All Three",7,279.49,1,521.664369,109,174,0.619102238888889,0.675080420574386,"2"
"C15985",860.268175,1,0,0,0,1974.202963,0,0,0,0.333333,5,0,2500,749.789889,292.755072,0,12,"Cash Advance",0,0,4,493.55074075,0,395,0.34410727,2.5611508073206,"2"
"C15986",4389.759633,1,473.74,473.74,0,2462.100789,0.166667,0.166667,0,0.25,17,7,4500,999.619739,1893.402934,0,12,"One-Off",2,236.87,3,820.700263,68,145,0.975502140666667,0.52794876412714,"2"
"C15987",4672.628863,1,483.02,99,384.02,1168.493188,1,0.083333,1,0.166667,2,25,8500,1476.028461,1151.108962,0,12,"All Three",12,40.2516666666667,2,584.246594,19,584,0.549721042705882,1.28226650102304,"2"
"C15988",1649.174527,1,0,0,0,364.489187,0,0,0,0.083333,1,0,10000,1334.151756,415.982151,0,12,"Cash Advance",0,0,1,364.489187,0,364,0.1649174527,3.20723317765622,"2"
"C15989",179.765708,1,1628.62,1233.9,394.72,0,1,1,0.75,0,0,36,5000,1642.917096,183.307728,0.583333,12,"Both Purchases",12,135.718333333333,0,0,45,0,0.0359531416,8.96261774626327,"3"
"C15990",406.707189,1,0,0,0,211.485981,0,0,0,0.166667,2,0,5000,602.755235,206.910997,0,12,"Cash Advance",0,0,2,105.7429905,0,106,0.0813414378,2.91311357897521,"2"
"C15991",323.801713,0.333333,0,0,0,1430.485333,0,0,0,0.166667,1,0,1500,0,74.4878854346845,0,6,"Cash Advance",0,0,1,1430.485333,0,1430,0.215867808666667,0,"1"
"C15992",170.49564,0.636364,2581.01,2082.67,498.34,0,0.333333,0.25,0.166667,0,0,10,4000,1088.390376,216.938095,0,12,"Both Purchases",4,645.2525,0,0,258,0,0.04262391,5.01705510044236,"1"
"C15995",4081.115283,1,1133.98,298.59,835.39,495.425832,1,0.416667,1,0.333333,8,42,8500,1532.358832,1051.311348,0,12,"All Three",12,94.4983333333333,4,123.856458,27,62,0.480131209764706,1.45756900171879,"2"
"C15996",2551.808695,1,179.9,179.9,0,196.095144,0.25,0.25,0,0.166667,3,7,3000,586.174437,924.177666,0,12,"One-Off",3,59.9666666666667,2,98.047572,26,65,0.850602898333333,0.634265962666101,"2"
"C15997",4.652161,0.727273,398.64,0,398.64,0,1,0,1,0,0,12,2000,445.721684,43.143334,0.1,12,"Installment",12,33.22,0,0,33,0,0.0023260805,10.3311831208965,"3"
"C15998",2569.237357,1,0,0,0,498.667849,0,0,0,0.25,14,0,2500,188.855192,16536.25119,0,12,"Cash Advance",0,0,3,166.222616333333,0,36,1.0276949428,0.0114206775060485,"2"
"C15999",338.310239,1,2855.04,2488.95,366.09,0,0.75,0.25,0.583333,0,0,15,6000,2801.205072,125.713305,0.375,12,"Both Purchases",9,317.226666666667,0,0,190,0,0.0563850398333333,22.2824869014461,"3"
"C16000",1541.047251,1,100,0,100,0,0.166667,0,0.166667,0,0,2,7000,325.179537,329.548006,0,12,"Installment",2,50,0,0,50,0,0.220149607285714,0.986744058769999,"2"
"C16001",2886.330537,1,0,0,0,275.617952,0,0,0,0.416667,6,0,3000,3628.742239,1039.604463,0.083333,12,"Cash Advance",0,0,5,55.1235904,0,46,0.962110179,3.49050275191056,"2"
"C16002",2659.823914,1,3384.83,812.11,2572.72,0,1,0.333333,1,0,0,82,5700,2798.135325,661.569757,0,12,"Both Purchases",12,282.069166666667,0,0,41,0,0.466635774385965,4.22953935755561,"3"
"C16003",428.532479,1,0,0,0,2039.234459,0,0,0,0.833333,44,0,9000,1446.932048,177.96135,0,12,"Cash Advance",0,0,10,203.9234459,0,46,0.0476147198888889,8.13059716618243,"2"
"C16004",579.57472,0.909091,1337.5,0,1337.5,1059.31576,0.583333,0,0.583333,0.166667,6,11,1500,2772.615528,2970.844918,0.1,12,"Installment",7,191.071428571429,2,529.65788,122,177,0.386383146666667,0.933275079826971,"3"
"C16007",350.306089,0.333333,0,0,0,1438.822819,0,0,0,0.333333,7,0,1500,57.290411,188.739997,0,6,"Cash Advance",0,0,2,719.4114095,0,206,0.233537392666667,0.303541442781733,"1"
"C16009",1613.502125,1,65.6,0,112.6,0,0.4,0,0.3,0,0,5,5000,390.916581,426.142311,0,10,"Installment",4,16.4,0,0,13,0,0.322700425,0.917338107269053,"2"
"C16010",1906.67771,1,486.27,580.2,0,0,0.416667,0.25,0,0,0,14,2000,712.776539,1440.494944,0,12,"One-Off",5,97.254,0,0,35,0,0.953338855,0.494813634694715,"2"
"C16012",1196.183155,0.909091,166.8,166.8,0,0,0.083333,0.083333,0,0,0,1,7000,1910.836556,359.989055,0,12,"One-Off",1,166.8,0,0,167,0,0.170883307857143,5.3080407014041,"3"
"C16013",89.165814,0.833333,724,0,724,0,0.833333,0,0.833333,0,0,6,1000,521.867766,88.700517,0,6,"Installment",5,144.8,0,0,121,0,0.089165814,5.88348054386199,"3"
"C16015",1111.811966,1,0,0,0,2028.487118,0,0,0,0.583333,7,0,2000,1264.471544,314.661601,0,12,"Cash Advance",0,0,7,289.783874,0,290,0.555905983,4.01851239547974,"2"
"C16017",1783.266003,1,129.05,129.05,0,1412.345077,0.083333,0.083333,0,0.25,4,1,2000,581.851472,418.990497,0,12,"One-Off",1,129.05,3,470.781692333333,129,353,0.8916330015,1.38869849356034,"2"
"C16019",92.007959,1,1265.58,0,1265.58,0,1,0,1,0,0,26,5700,1341.967777,178.143055,1,12,"Installment",12,105.465,0,0,49,0,0.0161417471929825,7.53309062202846,"3"
"C16021",33.04593,1,204.24,0,204.24,0,1,0,0.833333,0,0,6,1500,163.744562,81.625033,1,6,"Installment",6,34.04,0,0,34,0,0.02203062,2.00605814150176,"3"
"C16022",645.515371,1,756,756,0,0,1,1,0,0,0,12,600,1305.933063,883.267059,0,12,"One-Off",12,63,0,0,63,0,1.07585895166667,1.47852571845997,"2"
"C16023",23.249635,0.545455,307.4,0,307.4,0,0.333333,0,0.25,0,0,4,5500,784.765421,211.2458,0.4,12,"Installment",4,76.85,0,0,77,0,0.00422720636363636,3.71493975738216,"1"
"C16025",177.696201,1,2799.53,929.67,1869.86,0,1,0.416667,1,0,0,59,3000,2687.141741,177.614322,0.166667,12,"Both Purchases",12,233.294166666667,0,0,47,0,0.059232067,15.1290825578807,"3"
"C16026",204.61438,0.818182,1410.6,411.6,999,0,0.583333,0.416667,0.166667,0,0,8,4000,1933.515816,150.08129,0.2,12,"Both Purchases",7,201.514285714286,0,0,176,0,0.051153595,12.8831236458589,"3"
"C16028",312.928384,1,0,0,0,1800.188812,0,0,0,0.083333,1,0,2800,28.380195,193.738387,0,12,"Cash Advance",0,0,1,1800.188812,0,1800,0.111760137142857,0.146487205966054,"2"
"C16030",1984.636464,1,0,0,0,4436.713078,0,0,0,0.444444,7,0,5000,849.560918,348.744106,0,9,"Cash Advance",0,0,4,1109.1782695,0,634,0.3969272928,2.43605813943132,"2"
"C16031",282.070933,1,1926.19,569.8,1356.39,500.865079,1,0.333333,0.916667,0.333333,6,43,7000,2609.18811,189.423175,0.333333,12,"All Three",12,160.515833333333,4,125.21626975,45,83,0.0402958475714286,13.7743869513326,"3"
"C16032",18.306211,0.272727,162.01,162.01,0,0,0.083333,0.083333,0,0,0,1,7000,266.822736,66.24596,0,12,"One-Off",1,162.01,0,0,162,0,0.002615173,4.02775861350639,"1"
"C16033",2092.156291,1,1372.81,1372.81,0,0,0.416667,0.416667,0,0,0,16,2250,1073.317848,1140.180264,0,12,"One-Off",5,274.562,0,0,86,0,0.929847240444444,0.941358030733287,"2"
"C16034",239.055052,0.818182,892.4,383.4,509,0,0.636364,0.090909,0.636364,0,0,15,2100,1713.393928,761.902854,0.222222,11,"Both Purchases",7,127.485714285714,0,0,59,0,0.113835739047619,2.24883516186435,"3"
"C16035",478.530825,1,0,0,0,96.176909,0,0,0,0.25,4,0,500,175.481779,191.85798,0,12,"Cash Advance",0,0,3,32.0589696666667,0,24,0.95706165,0.914644149802891,"2"
"C16036",1585.763627,0.625,85.69,85.69,0,2649.776206,0.125,0.125,0,0.25,6,2,3000,316.55616,538.259971,0,8,"One-Off",1,85.69,2,1324.888103,43,442,0.528587875666667,0.588110164335442,"2"
"C16037",50.82451,1,456,0,456,0,1,0,1,0,0,12,1000,339.113852,165.116059,0.583333,12,"Installment",12,38,0,0,38,0,0.05082451,2.05379085507364,"3"
"C16038",113.36255,1,1160.35,853.35,307,0,0.833333,0.666667,0.416667,0,0,25,5000,1223.179332,158.882035,0.888889,12,"Both Purchases",10,116.035,0,0,46,0,0.02267251,7.69866355249037,"3"
"C16039",12.683677,0.363636,31.68,0,31.68,0,0.083333,0,0.083333,0,0,1,4000,210.141652,140.456214,0,12,"Installment",1,31.68,0,0,32,0,0.00317091925,1.4961363831151,"1"
"C16041",26.96054,0.636364,157.45,0,157.45,0,0.416667,0,0.416667,0,0,5,1000,238.253379,116.450584,0,12,"Installment",5,31.49,0,0,31,0,0.02696054,2.04596122076983,"1"
"C16042",86.793633,1,387.41,387.41,0,0,0.5,0.5,0,0,0,5,2500,37.014298,53.264985,0,6,"One-Off",3,129.136666666667,0,0,77,0,0.0347174532,0.694908634631175,"3"
"C16043",13.230057,0.545455,112.21,0,112.21,0,0.416667,0,0.416667,0,0,5,1500,229.90409,134.635863,0.285714,12,"Installment",5,22.442,0,0,22,0,0.008820038,1.70759918551567,"1"
"C16045",2389.347926,1,382.5,0,382.5,0,0.75,0,0.75,0,0,9,2500,1118.260439,1642.929308,0,12,"Installment",9,42.5,0,0,42,0,0.9557391704,0.680650368554993,"2"
"C16046",2306.682105,1,280,280,0,1708.514116,0.166667,0.166667,0,0.666667,15,3,3000,3344.167438,543.795825,0,12,"One-Off",2,140,8,213.5642645,93,114,0.768894035,6.14967472028679,"2"
"C16047",1817.71659,1,2490.07,2022.57,467.5,153.337299,0.916667,0.5,0.833333,0.083333,1,20,3400,392.291143,473.338251,0,12,"All Three",11,226.37,1,153.337299,125,153,0.534622526470588,0.828775494419106,"2"
"C16048",21.494012,0.545455,417,0,417,0,0.416667,0,0.416667,0,0,6,5000,394.135239,97.638234,0.454545,12,"Installment",5,83.4,0,0,70,0,0.0042988024,4.03668955134932,"1"
"C16049",368.980661,1,1516.42,1516.42,0,0,0.916667,0.916667,0,0,0,31,10000,977.636615,199.291321,0.333333,12,"One-Off",11,137.856363636364,0,0,49,0,0.0368980661,4.90556543102045,"3"
"C16050",2408.162021,1,0,0,0,615.181965,0,0,0,0.333333,5,0,2500,516.675665,810.048137,0,12,"Cash Advance",0,0,4,153.79549125,0,123,0.9632648084,0.637833285949524,"2"
"C16051",16.135672,0.636364,50,50,0,0,0.083333,0.083333,0,0,0,1,7000,109.329805,205.427298,0,12,"One-Off",1,50,0,0,50,0,0.002305096,0.53220680048082,"1"
"C16052",20.447524,0.727273,306.99,0,306.99,0,0.5,0,0.416667,0,0,9,3000,336.09467,176.826409,1,12,"Installment",6,51.165,0,0,34,0,0.00681584133333333,1.90070404019798,"3"
"C16055",94.02407,0.636364,1099.5,849,250.5,0,0.5,0.166667,0.25,0,0,8,6000,1442.251089,95.209217,0,12,"Both Purchases",6,183.25,0,0,137,0,0.0156706783333333,15.148229703433,"1"
"C16056",2755.195444,1,1640.29,847.95,792.34,809.102975,1,1,0.5,0.583333,10,27,6200,2277.879418,615.434945,0,12,"All Three",12,136.690833333333,7,115.586139285714,61,81,0.444386361935484,3.70125134509546,"2"
"C16057",540.691281,1,0,0,0,155.663715,0,0,0,0.166667,3,0,2200,1561.37344,375.333662,0.083333,12,"Cash Advance",0,0,2,77.8318575,0,52,0.245768764090909,4.15996111747632,"2"
"C16058",2713.833113,1,317.62,0,317.62,225.464718,0.833333,0,0.75,0.083333,1,10,4500,665.76969,754.751563,0,12,"Installment",10,31.762,1,225.464718,32,225,0.603074025111111,0.882104420365407,"2"
"C16059",2932.111796,1,346.32,346.32,0,2631.304016,0.333333,0.333333,0,0.333333,10,9,6000,597.5143,784.577784,0,12,"One-Off",4,86.58,4,657.826004,38,263,0.488685299333333,0.761574329767155,"2"
"C16060",2643.019532,1,554.38,191.13,363.25,0,1,0.25,0.916667,0,0,15,8000,681.881907,882.049542,0,12,"Both Purchases",12,46.1983333333333,0,0,37,0,0.3303774415,0.773065314963907,"3"
"C16061",1196.364009,1,0,0,0,1376.669494,0,0,0,0.25,7,0,1500,293.144474,307.355494,0,12,"Cash Advance",0,0,3,458.889831333333,0,197,0.797576006,0.953763572548991,"2"
"C16062",2.463995,0.363636,165.8,0,165.8,0,0.333333,0,0.333333,0,0,4,700,251.778786,14.945497,0,12,"Installment",4,41.45,0,0,41,0,0.00351999285714286,16.8464645906389,"1"
"C16063",535.278586,1,704.72,360.9,343.82,0,1,0.5,1,0,0,38,600,686.976557,828.745267,0,12,"Both Purchases",12,58.7266666666667,0,0,19,0,0.892130976666667,0.828935722899278,"3"
"C16064",5.404443,0.5,194,0,194,0,0.5,0,0.333333,0,0,3,1500,269.175108,34.59541,1,6,"Installment",3,64.6666666666667,0,0,65,0,0.003602962,7.78065957304741,"1"
"C16065",1113.954035,1,87.09,0,87.09,0,0.583333,0,0.5,0,0,8,4500,276.653239,327.757053,0,12,"Installment",7,12.4414285714286,0,0,11,0,0.247545341111111,0.844080200464824,"3"
"C16066",212.25194,1,0,0,0,310.679119,0,0,0,0.166667,3,0,300,332.528057,193.718315,0.083333,12,"Cash Advance",0,0,2,155.3395595,0,104,0.707506466666667,1.71655456016123,"2"
"C16067",2610.433432,1,512.5,0,512.5,2771.850961,1,0,0.857143,0.142857,6,11,3000,691.600531,741.985756,0,7,"Installment",7,73.2142857142857,1,2771.850961,47,462,0.870144477333333,0.932094080523023,"2"
"C16068",424.809549,1,1130,1130,0,185.283125,0.083333,0.083333,0,0.083333,1,3,1500,133.744014,200.179471,0,12,"One-Off",1,1130,1,185.283125,377,185,0.283206366,0.668120528702966,"3"
"C16070",483.402486,0.777778,2723.47,2723.47,0,0,0.666667,0.666667,0,0,0,26,2000,1203.702727,171.501276,0,9,"One-Off",6,453.911666666667,0,0,105,0,0.241701243,7.01862257281398,"3"
"C16071",1448.6877,1,266.52,0,266.52,0,0.857143,0,0.714286,0,0,24,1500,250.102937,558.520424,0,7,"Installment",6,44.42,0,0,11,0,0.9657918,0.447795508011718,"2"
"C16072",50.044687,0.555556,658.96,658.96,0,0,0.222222,0.222222,0,0,0,2,2500,207.721495,14.078212,0,9,"One-Off",2,329.48,0,0,329,0,0.0200178748,14.7548207826392,"1"
"C16073",80.513636,1,588.2,65,523.2,0,1,0.083333,0.916667,0,0,13,3000,601.778889,176.52637,0.5,12,"Both Purchases",12,49.0166666666667,0,0,45,0,0.0268378786666667,3.40900279657934,"3"
"C16074",2963.381127,1,535.97,535.97,0,38.953008,0.75,0.75,0,0.083333,1,10,5000,638.384571,1027.923953,0,12,"One-Off",9,59.5522222222222,1,38.953008,54,39,0.5926762254,0.621042606446588,"2"
"C16075",3371.213454,0.888889,75,0,75,3827.274455,0.333333,0,0.333333,0.222222,4,3,5500,913.974282,941.078476,0,9,"Installment",3,25,2,1913.6372275,25,957,0.612947900727273,0.971198795115148,"2"
"C16076",56.060327,0.181818,13.69,0,13.69,0,0.083333,0,0.083333,0,0,1,2900,2165.403988,219.961065,0,12,"Installment",1,13.69,0,0,14,0,0.0193311472413793,9.8444876505758,"1"
"C16077",636.20672,1,1514.8,1514.8,0,0,0.5,0.5,0,0,0,9,1500,1340.645745,309.272904,0,12,"One-Off",6,252.466666666667,0,0,168,0,0.424137813333333,4.33483091360632,"3"
"C16078",854.166159,1,567.68,536,31.68,237.518629,0.25,0.166667,0.083333,0.333333,5,7,3500,1697.132875,416.006812,0.083333,12,"All Three",3,189.226666666667,4,59.37965725,81,48,0.244047474,4.0795795310198,"2"
"C16080",912.912728,0.857143,0,0,0,1563.920556,0,0,0,0.285714,9,0,1500,212.084925,331.487123,0,7,"Cash Advance",0,0,2,781.960278,0,174,0.608608485333333,0.639798382153143,"2"
"C16081",1694.655764,1,0,0,0,58.373936,0,0,0,0.166667,2,0,1700,258.425485,4454.428552,0,12,"Cash Advance",0,0,2,29.186968,0,29,0.996856331764706,0.0580154069109424,"2"
"C16082",1157.305572,1,0,0,0,1195.791823,0,0,0,0.166667,5,0,1200,328.141952,293.804549,0,12,"Cash Advance",0,0,2,597.8959115,0,239,0.96442131,1.11687158390458,"2"
"C16083",1201.62361,1,55.4,55.4,0,109.3684,0.083333,0.083333,0,0.083333,2,1,1200,188.413804,5603.542008,0,12,"One-Off",1,55.4,1,109.3684,55,55,1.00135300833333,0.0336240548801111,"2"
"C16084",1832.521787,1,0,0,0,131.233151,0,0,0,0.166667,3,0,2000,495.043669,1041.361298,0,12,"Cash Advance",0,0,2,65.6165755,0,44,0.9162608935,0.47538128212635,"2"
"C16086",432.109743,1,334.48,281.98,52.5,473.763157,0.25,0.166667,0.166667,0.25,3,6,1200,634.297592,206.14725,0,12,"All Three",3,111.493333333333,3,157.921052333333,56,158,0.3600914525,3.07691512741499,"2"
"C16087",1827.688454,1,137.55,0,137.55,0,0.090909,0,0.090909,0,0,4,9500,384.774018,428.421814,0,11,"Installment",1,137.55,0,0,34,0,0.192388258315789,0.898119576142778,"2"
"C16088",92.239093,0.909091,1525.1,0,1525.1,0,0.833333,0,0.833333,0,0,13,4000,1682.312643,157.835032,1,12,"Installment",10,152.51,0,0,117,0,0.02305977325,10.658677111682,"3"
"C16089",2.11508,0.181818,50,50,0,0,0.083333,0.083333,0,0,0,1,1200,555.764209,114.111203911021,0,12,"One-Off",1,50,0,0,50,0,0.00176256666666667,4.87037372275348,"1"
"C16090",1082.436807,1,0,0,0,1835.406271,0,0,0,0.25,7,0,1500,2094.304543,258.977488,0,12,"Cash Advance",0,0,3,611.802090333333,0,262,0.721624538,8.08682082436447,"2"
"C16091",325.038037,1,512.16,105,407.16,0,0.833333,0.083333,0.75,0,0,13,2500,567.449456,238.252068,0,12,"Both Purchases",10,51.216,0,0,39,0,0.1300152148,2.38171891124991,"3"
"C16092",1700.753811,1,0,0,0,624.480873,0,0,0,0.5,9,0,2000,418.596666,434.688783,0,12,"Cash Advance",0,0,6,104.0801455,0,69,0.8503769055,0.962980142047972,"2"
"C16093",3136.079106,1,555,0,555,1728.321044,1,0,0.916667,0.083333,4,12,3500,1045.129438,780.780114,0,12,"Installment",12,46.25,1,1728.321044,46,432,0.896022601714286,1.33857076949068,"2"
